Reactions,ReactionNames,MalignantCells_N_,MalignantCells_T_,FGFR2_Fibroblasts_N_,FGFR2_Fibroblasts_T_,ICAM1_Telocytes_N_,ICAM1_Telocytes_T_,FAP_Fibroblasts_N_,FAP_Fibroblasts_T_,ICAM1_Telocytes_N__1,ICAM1_Telocytes_T__1,MFAP5_Myofibroblasts_N_,MFAP5_Myofibroblasts_T_,CD73_Fibroblasts_N_,CD73_Fibroblasts_T_,DES_Myofibroblasts_N_,DES_Myofibroblasts_T_,THBS1_Macrophage_N_,THBS1_Macrophage_T_,VCAN_Monocyte_N_,VCAN_Monocyte_T_,MARCO_Macrophage_N_,MARCO_Macrophage_T_
MAR12338,"efflux of 1-OH-midazolam into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12339,"conversion of 2-hydroxy-atorvastatin-acid to its lactone form in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12340,"glucuronidation of 2-hydroxy-atorvastatin-acid in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12341,"efflux of 2-hydroxy-atorvastatin-acyl-glucuronide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12342,"oxidation of atorvastatin acid to 2-hydroxy-atorvastatin-acid in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12343,"conversion of 2-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12344,"efflux of 2-hydroxy-atorvastatin-acid into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12345,"efflux of 2-hydroxy-atorvastatin-acid into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12346,"uptake of 2-hydroxy-atorvastatin-acid into hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12347,"glucuronidation of 2-hydroxy-atorvastatin-lactone in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12348,"efflux of 2-hydroxy-atorvastatin-lactone-glucuronide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12349,"oxidation of atorvastatin lactone to 2-hydroxy-atorvastatin-lactone in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12350,"efflux of 2-hydroxy-atorvastatin-lactone into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12351,"efflux of 2-hydroxy-atorvastatin-lactone into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12352,"uptake of 2-hydroxy-atorvastatin-lactone into hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12353,"release of 2-hydroxy S-ibuprofen-glucuronide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12354,"release of R-2-hydroxy-ibuprofen into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12355,"glucuronidation of S-2-hydroxy ibuprofen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12356,"release of S-2-hydroxy-ibuprofen into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12357,"demethylation of tacrolimus to 31-O-desmethyl tacrolimus in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12358,"efflux of 31-O-desmethyl tacrolimus into intestinal lumen by ABC transporter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12359,"exit of 31-O-desmethyl tacrolimus into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12360,"conversion of pravastatin to 3-alpha-5-beta-dihydroxy pravastatin in entercoytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12361,"3-alpha-5-beta-dihydroxy pravastatin exit into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12362,"uptake of 3-alpha-5-beta-dihydroxy pravastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12363,"formation of 3,5-dihydrodoil simvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12364,"efflux of 3,5-dihydrodiol-simvastatin-lactone form into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12365,"release of 3-hydroxy S-ibuprofen-glucuronide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12366,"release of R-3-hydroxy-ibuprofen into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12367,"glucuronidation of S-3-hydroxy ibuprofen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12368,"release of S-3-hydroxy-ibuprofen into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12369,"conversion of 3-hydroxy-lovastatin lactone to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12370,"release of 3-hydroxy-lovastatin acid form into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12371,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12372,"beta oxidation of 3-S-hydroxy-pravastatin-CoA to tetranor-CoA in hepatocytes, peroxisomes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12373,"efflux of 3-S-hydroxy-pravastatin-tetranor into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12374,"exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12375,"oxidation of pravastatin to 3-hydroxy pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12376,"efflux of 3-S-hydroxy-pravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12377,"3-hydroxy pravastatin exit into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12378,"uptake of 3-hydroxy pravastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12379,"conversion of 3-hydroxy simvastatin lactone to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12380,"efflux of 3-hydroxy-simvastatin-acid form into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12381,"acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12382,"isomerization of pravastatin to 3-alpha-iso-pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12383,"efflux of 3-alpha-iso-pravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12384,"3-alpha-iso-pravastatin exit into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12385,"uptake of 3-alpha-iso-pravastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12386,"formation of 3-methoxy-acetaminophen in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12387,"oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12388,"efflux of 3-OH-acetaminophen into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12389,"excretion of 4-beta-OH-gliclazide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12390,"oxidation of gliclazide to 4-beta-OH-gliclazide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12391,"excretion of 4-beta-OH-gliclazide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12392,"oxidation of atorvastatin acid to 4-hydroxy-atorvastatin-acid in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12393,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12394,"efflux of 4-hydroxy-atorvastatin-acid into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12395,"efflux of 4-hydroxy-atorvastatin-acid into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12396,"uptake of 4-hydroxy-atorvastatin-acid into hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12397,"oxidation of atorvastatin lactone to 4-hydroxy-atorvastatin-lactone in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12398,"conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12399,"efflux of 4-hydroxy-atorvastatin-lactone into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12400,"efflux of 4-hydroxy-atorvastatin-lactone into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12401,"uptake of 4-hydroxy-atorvastatin-lactone into hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12402,"efflux of 4-OH-midazolam-glucuronide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12403,"glucuronidation of 4-OH-midazolam in enterocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12404,"oxidation of midazolam to 4-OH-midazolam in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12405,"efflux of 4-OH-midazolam into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12406,"oxidation of triol metabolite to 3-keto-5,6,-dihydroxy-pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12407,"efflux of 3-keto-5,6,-dihydroxy-pravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12408,"exit of 3-keto-5,6,-dihydroxy-pravastatin into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12409,"oxidation of 3-alpha-iso-pravastatin to 5,6-epoxy-3-alpha-iso-pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12410,"efflux of 5,6-epoxy-3-alpha-iso-pravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12411,"exit of 5,6-epoxy-3-alpha-iso-pravastatin into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12412,"glucuronidation of 5-hydroxy-fluvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12413,"exit of 5-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12414,"oxidation of fluvastatin to 5-hydroxy-fluvastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12415,"efflux of 5-hydroxy-fluvastatin into bile for excretion into faeces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12416,"excretion of 6-alpha-OH-gliclazide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12417,"oxidation of gliclazide to 6-alpha-OH-gliclazide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12418,"excretion of 6-alpha-OH-gliclazide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12419,"excretion of 6-beta-OH-gliclazide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12420,"excretion of 6-beta-OH-gliclazide-glucuronide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12421,"glucuronidation of 6-beta-OH-gliclazide-glucuronide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12422,"excretion of 6-beta-OH-gliclazide-glucuronide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12423,"oxidation of gliclazide to 6-beta-OH-gliclazide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12424,"excretion of 6-beta-OH-gliclazide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12425,"conversion of 6-beta-carboxy simvastatin lactone to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12426,"efflux of 6-beta-carboxy-simvastatin-acid form into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12427,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy carboxy simvastatin lactone form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12428,"efflux of 6-epipravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12429,"6-epi-pravastatin exit into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12430,"isomerization of pravastatin to 6-epi-pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12431,"uptake of 6-epi-pravastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12432,"conversion of lactone form of 6-beta-hydroxy-lovastatin to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12433,"uptake of 6-beta-hydroxy-lovastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12434,"conversion of 6-beta-hydroxy-methyl simvastatin lactone to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12435,"efflux of 6-beta-hydroxy-methyl-simvastatin-acid into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12436,"oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy methyl simvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12437,"conversion of 6-beta-hydroxy simvastatin lactone to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12438,"efflux of 6-beta-hydroxy simvastatin acid into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12439,"oxidation of simvastatin to 6-beta-hydroxy simvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12440,"conversion of lactone form of 6-exomethylene-lovastatin to acid form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12441,"release of 6-exomethylene-lovastatin-acid form into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12442,"uptake of 6-exomethylene-lovastatin by hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12443,"oxidation of simvastatin to 6-exomethylene lactone form",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12444,"glucuronidation of 6-hydroxy-fluvastatin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12445,"exit of 6-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12446,"oxidation of fluvastatin to 6-hydroxy-fluvastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12447,"efflux of 6-hydroxy-fluvastatin into bile for excretion into faeces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12448,"excretion of 7-alpha-OH-gliclazide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12449,"oxidation of gliclazide to 7-alpha-OH-gliclazide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12450,"excretion of 7-alpha-OH-gliclazide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12451,"excretion of 7-beta-OH-gliclazide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12452,"excretion of 7-beta-OH-gliclazide-glucuronide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12453,"glucuronidation of 7-beta-OH-gliclazide-glucuronide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12454,"excretion of 7-beta-OH-gliclazide-glucuronide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12455,"oxidation of gliclazide to 7-beta-OH-gliclazide in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12456,"excretion of 7-beta-OH-gliclazide into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12457,"oxidation of 3-alpha-iso-pravastatin to 7-hydroxy-3-alpha-iso-pravastatin in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12458,"efflux of 7-hydroxy-3-alpha-iso-pravastatin into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12459,"exit of 7-hydroxy-3-alpha-iso-pravastatin into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12460,"uptake of allopurinol by the enterocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12461,"efflux of acetaminophen by P-gp from the enterocytes into lumen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12462,"glucuronidation of acetaminophen in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12463,"uptake of acetaminophen-glutathione-conjugate into the enterocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12464,"efflux of acetaminophen-glutathione-conjugate from enterocytes into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12465,"uptake of acetaminophen-glutathione-conjugate by the hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12466,"efflux of acetaminophen-glucuronide-conjugate from enterocytes into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12467,"uptake of acetaminophen-glucuronide-conjugate by the hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12468,"sulphation of acetaminophen in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12469,"uptake of acetaminophen by enterocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12470,"uptake of acetaminophen by the hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12471,"uptake of allopurinol by the enterocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12472,"oxidation of allopurinol to oxypurinol in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12473,"uptake of allopurinol by the hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12474,"alternative pathway for formation of AM19 from AM1 in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12475,"oxidation of AM9 to AM19 (cyclosporine) in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12476,"efflux of AM19-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12477,"demethylation of AM1A to AM1A4N in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12478,"efflux of AM1A4N-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12479,"oxidation of AM1c to AM1Ac in hepatocytes (alternative mechanism)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12480,"efflux of AM1Ac-cyclosporine into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12481,"formation of AM1A-cyclosporine in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12482,"efflux of AM1A-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12483,"efflux of AM1A (cyclosporine) into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12484,"formation of AM1AL-cyclosporine in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12485,"efflux of AM1AL-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12486,"efflux of AM1AL (cyclosporine) into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12487,"demethylation of AM1c9 to AM1c4N9 in hepatocytes (alternative mechanism)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12488,"efflux of AM1c4N9-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12489,"oxidation of AM1c to AM1c9 in hepatocytes (alternative mechanism)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12490,"efflux of AM1c9-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12491,"efflux of AM1c9-cyclosporine into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12492,"oxidation of cyclosporine to AM1c in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12493,"efflux of AM1c-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12494,"efflux of AM1c-cyclosporine into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12495,"glucuronidation of AM1c in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12496,"efflux of AM1c-glucuronide into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12497,"oxidation of cyclosporine to AM1 in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12498,"efflux of AM1 (cyclosporine) into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12499,"demethylation of AM9 to AM4N9 in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12500,"oxidation of AM4N to AM4N9 in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12501,"efflux of AM4N9-cyclosporine into hepatic vein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12502,"efflux of AM4N9-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12503,"demethylation of cyclosporine to AM4N in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12504,"efflux of AM4N-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12505,"efflux of AM4N (cyclosporine) into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12506,"oxidation of cyclosporine to AM9 in hepatocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12507,"efflux of AM9-cyclosporine into bile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12508,"efflux of AM9 (cyclosporine) into portal blood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12509,"uptake of atorvastatin by enterocytes by MCT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
