Reactions,ReactionNames,rxnFormulas,subSystems,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2_,Fibroblast_Tumor_FGFR2_,Fibroblast_Normal_ICAM1_,Fibroblast_Tumor_ICAM1_,Fibroblast_Normal_FAP_,Fibroblast_Tumor_FAP_,Fibroblast_Normal_ICAM1__1,Fibroblast_Tumor_ICAM1__1,Fibroblast_Normal_MFAP5_,Fibroblast_Tumor_MFAP5_,Fibroblast_Normal_CD73_,Fibroblast_Tumor_CD73_,Fibroblast_Normal_DES_,Fibroblast_Tumor_DES_,Macrophage_Normal_THBS1_,Macrophage_Tumor_THBS1_,Macrophage_Normal_VCAN_,Macrophage_Tumor_VCAN_,Macrophage_Normal_MARCO_,Macrophage_Tumor_MARCO_
MAR12650,"Exchange of S-carboxy ibuprofen",MAM03506e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12651,"Exchange of S-carboxy ibuprofen glucuronide",MAM03507e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12652,"Exchange of carboxy-gliclazide",MAM03513e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12653,"Exchange of cerivastatin",MAM03514e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12654,"Exchange of cerivastatin-M1",MAM03515e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12655,"Exchange of cerivastatin-M23",MAM03517e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12656,"Exchange of cerivastatin-M24",MAM03518e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12657,"Exchange of cyclosporine",MAM03520e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12658,"Exchange of cyclosporine-sulphate",MAM03521e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12659,"Exchange of cysteine-conjugate-acetaminophen",MAM03526e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12660,"Exchange of deoxy-fluvastatin-dinor",MAM03546e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12661,"Exchange of N-desisopropyl-fluvastatin",MAM03547e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12662,"Exchange of dehydro-gliclazide",MAM03549e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12663,"Exchange of desacyl dehydro-pravastatin",MAM03566e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12664,"Exchange of 31-O-Desmethyl,19-Hydroxy,37, 39-Epoxy-tacrolimus",MAM03572e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12665,"Exchange of fluvastatin",MAM03579e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12666,"Exchange of des-isopropyl-dihydro-fluvastatin-tetranor",MAM03582e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12667,"Exchange of des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide",MAM03583e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12668,"Exchange of glucuronide-conjugate of 3-methoxy-acetaminophen",MAM03594e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12669,"Exchange of Gliclazide",MAM03634e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12670,"Exchange of glucuronide-thiomethyl-acetaminophen conjugate",MAM03636e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12671,"Exchange of ibuprofen-R",MAM03686e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12672,"Exchange of ibuprofen-S",MAM03687e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12673,"Exchange of ibuprofen acyl glucuronide",MAM03690e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12674,"Exchange of 3'-hydroxy-iso-delta-4',5'-hydroxy acid form of lovastatin",MAM03705e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12675,"Exchange of Losartan-E3174/ losartan-M6",MAM03728e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12676,"Exchange of Losartan",MAM03729e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12677,"Exchange of Losartan-N1-glucuronide",MAM03730e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12678,"Exchange of Losartan-M1",MAM03731e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12679,"Exchange of Losartan-M2",MAM03732e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12680,"Exchange of Losartan-M4 (glucuronide derivative)",MAM03733e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12681,"Exchange of Losartan-M5",MAM03734e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12682,"Exchange of Losartan-N2-glucuronide / Losartan-M7",MAM03735e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12683,"Exchange of lovastatin lactone form",MAM03736e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12684,"Exchange of Midazolam",MAM03756e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12685,"Exchange of Midazolam-glucuronide",MAM03757e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12686,"Exchange of acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen",MAM03759e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12687,"Exchange of Methyl-hydroxy-gliclazide",MAM03770e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12688,"Exchange of N-desmethyl-rosuvastatin",MAM03780e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12689,"Exchange of acid metabolite of nifedipine",MAM03781e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12690,"Exchange of lactone form of nifedipine",MAM03782e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12691,"Exchange of Nitropyridine metabolite of nifedipine",MAM03783e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12692,"Exchange of hydroxy metabolite of nifedipine",MAM03784e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12693,"Exchange of oxypurinol",MAM03801e  <=>,"Exchange/demand reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR12694,"Exchange of oxypurinol-1-riboside",MAM03799e  <=>,"Exchange/demand reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR12695,"Exchange of oxypurinol-7-riboside",MAM03800e  <=>,"Exchange/demand reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR12696,"Exchange of des-isoproylpropionic-acid-fluvastatin",MAM03892e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12697,"Exchange of pitavastatin",MAM03911e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12698,"Exchange of pitavastatin-lactone",MAM03913e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12699,"Exchange of pitavastatin-M3",MAM03915e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12700,"Exchange of pravastatin",MAM03916e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12701,"Exchange of pravastatin glucuronide",MAM03917e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12702,"Exchange of rosuvastatin",MAM03918e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12703,"Exchange of rosuvastatin-5S-lactone",MAM03920e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12704,"Exchange of sulphate-conjugate-3-methoxy-acetaminophen",MAM03921e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12705,"Exchange of simvastatin lactone form",MAM03934e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12706,"Exchange of simvastatin dihydroxy acid form",MAM03935e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12707,"Exchange of sulphate-conjugate of thiomethyl-acetaminophen",MAM03952e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12708,"Exchange of sulphate-conjugate-acetaminophen",MAM03958e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12709,"Exchange of Tacrolimus",MAM03959e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12710,"Exchange of taurine conjugate of S-ibuprofen",MAM03961e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12711,"Exchange of threo-isomer of fluvastain",MAM03985e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12712,"Exchange of trans-lactone-fluvastatin",MAM03998e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12713,"Exchange of Torasemide",MAM04000e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12714,"Exchange of Torasemide-M1",MAM04001e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12715,"Exchange of Torasemide-M3",MAM04002e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12716,"Exchange of Torasemide-M5",MAM04003e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12717,"Exchange of triol metabolite of pravastatin",MAM04007e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12718,"Exchange of thiomethyl-sulphoxide-acetaminophen-glucuronide",MAM04038e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12719,"Exchange of thiomethyl-sulphoxide-acetaminophen-sulphate",MAM04039e  <=>,"Exchange/demand reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12720,"glucuronidation of fluvastatin",MAM03109r + MAM03579r  -> MAM02039r + MAM03106r + MAM03581r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12721,"glucuronidation of des-isopropyl-dihydro-fluvastatin-tetranor",MAM03109r + MAM03582r  -> MAM02039r + MAM03106r + MAM03583r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12722,"exit of des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide into hepatic vein for excretion in urine",MAM03583c  <=> MAM03583e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12723,"exit of des-isopropyl-dihydro-fluvastatin-tetranor into hepatic vein for excretion in urine",MAM03582c  <=> MAM03582e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12724,"hydrolysis of lactone to fluvastatin in hepatocytes",MAM02040r + MAM03998r  -> MAM03579r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12725,"efflux of fluvastatin into bile for excretion into faeces",MAM01371c + MAM02040c + MAM03579c  -> MAM01285c + MAM02039c + MAM02751c + MAM03579e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12726,"efflux of fluvastatin from enterocytes into portal blood",MAM03579c  <=> MAM03579e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12727,"uptake of fluvastatin by enterocytes",MAM02046c + MAM03579e  <=> MAM02046e + MAM03579c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12728,"glucuronidation of 3-methoxy-acetaminophen in hepatocytes",MAM02871r + MAM03109r + MAM03244r  -> MAM02877r + MAM03106r + MAM03594r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12729,"efflux of glucuronide-conjugate of 3-methoxy-acetaminophen into hepatic vein",MAM01371c + MAM02040c + MAM03594c  -> MAM01285c + MAM02039c + MAM02751c + MAM03594e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12730,"excretion of gliclazide into bile",MAM01371c + MAM02040c + MAM03634c  -> MAM01285c + MAM02039c + MAM02751c + MAM03634e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12731,"uptake of gliclazide into enterocytes",MAM03634e  <=> MAM03634c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12732,"glucuronidation of thiomethyl-acetaminophen conjugate in hepatocytes",MAM03109r + MAM03999r  -> MAM02039r + MAM03106r + MAM03636r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12733,"efflux of glucuronide-thiomethyl-acetaminophen conjugate into hepatic vein",MAM01371c + MAM02040c + MAM03636c  -> MAM01285c + MAM02039c + MAM02751c + MAM03636e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12734,"uptake of ibuprofen acyl glucuronide into hepatocytes",MAM03690e  <=> MAM03690c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12735,"release of iboprofen acyl glucuronides into the portal blood",MAM01371c + MAM02040c + MAM03690c  -> MAM01285c + MAM02039c + MAM02751c + MAM03690e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12736,"glucuronidation of ibuprofen in hepatocytes",MAM03109r + MAM03687r  -> MAM03106r + MAM03690r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12737,"thioesterification of ibuprofen_R in hepatocytes",MAM01371c + MAM01597c + MAM03686c  -> MAM01334c + MAM02759c + MAM03688c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12738,"oxidation of R-ibuprofen to 2-hydroxy-ibuprofen in heaptocytes",MAM02039r + MAM02555r + MAM02630r + MAM03686r  -> MAM02040r + MAM02554r + MAM03183r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12739,"oxidation of R-ibuprofen to 3-hydroxy-ibuprofen in heaptocytes",MAM02039r + MAM02555r + MAM02630r + MAM03686r  -> MAM02040r + MAM02554r + MAM03223r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12740,"oxidation of R-3-hydroxy ibuprofen to R-carboxy ibuprofen",MAM02630c + MAM03223c  -> MAM02039c + MAM02040c + MAM03505c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12741,"chiral conversion of R to S form of iburpofen in hepatocytes",MAM03688c  <=> MAM03689c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12742,"uptake of ibuprofen-R into hepatocytes",MAM03120c + MAM03686e  <=> MAM03120e + MAM03686c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12743,"passive diffusion of ibuprofen_R",MAM03686e  <=> MAM03686c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12744,"hydrolysis of ibuprofen-CoA in hepatocytes",MAM02040c + MAM03689c  -> MAM01597c + MAM02039c + MAM03687c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12745,"taurine conjugation of S-ibuprofen",MAM02961c + MAM03689c  -> MAM01597c + MAM02039c + MAM03961c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12746,"oxidation of S-ibuprofen to 1-hydroxy ibuprofen",MAM02039r + MAM02555r + MAM02630r + MAM03687r  -> MAM02040r + MAM02554r + MAM01894r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12747,"oxidation of S-ibuprofen to 2-hydroxy-ibuprofen in heaptocytes",MAM02039r + MAM02555r + MAM02630r + MAM03687r  -> MAM02040r + MAM02554r + MAM03184r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12748,"oxidation of S-ibuprofen to 3-hydroxy-ibuprofen in heaptocytes",MAM02039r + MAM02555r + MAM02630r + MAM03687r  -> MAM02040r + MAM02554r + MAM03224r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12749,"oxidation of S-3-hydroxy ibuprofen to S-carboxy ibuprofen",MAM02630c + MAM03224c  -> MAM02039c + MAM02040c + MAM03506c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12750,"biliary excretion of ibuprofen from hepatocytes",MAM01371c + MAM02040c + MAM03687c  -> MAM01285c + MAM02039c + MAM02751c + MAM03687e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12751,"uptake of ibuprofen-S into hepatocytes",MAM03120c + MAM03687e  <=> MAM03120e + MAM03687c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12752,"passive diffusion of ibuprofen_S",MAM03687e  <=> MAM03687c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12753,"acid catalyzed rearrangement of 6-beta-hydroxy-lovastatin-acid form",MAM03297c  -> MAM03705c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12754,"release of 3-hydroxy-iso-delta-4,5-hydroxy acid form of lovastatin into bile",MAM01371c + MAM02040c + MAM03705c  -> MAM01285c + MAM02039c + MAM02751c + MAM03705e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12755,"uptake of Losartan-E3174 into hepatocytes via diffusion",MAM03728e  <=> MAM03728c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12756,"oxidation of losartan to active metabolite EXP3174 (M6) in hepatocytes",MAM02630r + MAM03729r  -> MAM02039r + MAM02040r + MAM03728r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12757,"uptake of Losartan-E3174 into hepatocytes",MAM01442c + MAM03728e  <=> MAM01442e + MAM03728c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12758,"formation of losartan-N1-glucuronide in hepatocytes",MAM03109r + MAM03729r  -> MAM03106r + MAM03730r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12759,"efflux of Losartan-N1-glucuronide into hepatic vein",MAM03730c  <=> MAM03730e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12760,"efflux of losartan by P-gp from the enterocytes into lumen",MAM01371c + MAM02040c + MAM03729c  -> MAM01285c + MAM02039c + MAM02751c + MAM03729e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12761,"oxidation of losartan to Losartan-M1 in hepatocytes",MAM02039r + MAM02555r + MAM02630r + MAM03729r  -> MAM02040r + MAM02554r + MAM03731r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12762,"efflux of Losartan-M1 into hepatic vein",MAM03731c  <=> MAM03731e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12763,"oxidation of losartan to Losartan-M2 in hepatocytes",MAM02039r + MAM02555r + MAM02630r + MAM03729r  -> MAM02040r + MAM02554r + MAM03732r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12764,"efflux of Losartan-M2 into hepatic vein",MAM03732c  <=> MAM03732e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12765,"glucuronidation of losartan-M6 to losartan-M4 in hepatocytes",MAM03109r + MAM03728r  -> MAM03106r + MAM03733r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12766,"efflux of Losartan-M4 (glucuronide derivative) into hepatic vein",MAM03733c  <=> MAM03733e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12767,"oxidation of losartan to Losartan-M5 in hepatocytes",MAM02039r + MAM02555r + MAM02630r + MAM03729r  -> MAM02040r + MAM02554r + MAM03734r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12768,"efflux of Losartan-M5 into hepatic vein",MAM03734c  <=> MAM03734e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12769,"uptake of Losartan-N2-glucuronide / Losartan-M7 into hepatocytes via diffusion",MAM03735e  <=> MAM03735c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12770,"glucuronidation of losartan to losartan-M7/Losartan-N2-glucuronide in hepatocytes",MAM03109r + MAM03729r  -> MAM03106r + MAM03735r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12771,"uptake of Losartan-N2-glucuronide / Losartan-M7 into hepatocytes",MAM01442c + MAM03735e  <=> MAM01442e + MAM03735c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12772,"uptake of losartan via antiport into enterocytes",MAM01442c + MAM03729e  <=> MAM01442e + MAM03729c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12773,"uptake of losartan via diffusion into enterocytes",MAM03729e  <=> MAM03729c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12774,"reconversion of open acid form to lactone form of lovastatin",MAM01371c + MAM03737c  -> MAM01334c + MAM02759c + MAM03736c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12775,"conversion of pro-durg lovastatin to active hydroxyacid form in hepatocytes",MAM02040c + MAM03736c  -> MAM02039c + MAM03737c,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12776,"efflux of lovastatin acid by P-gp from the enterocytes into lumen",MAM01371c + MAM02040c + MAM03737c  -> MAM01285c + MAM02039c + MAM02751c + MAM03737e,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR12777,"hydroxylation of lovastatin-hydroxyacid form to 6-beta-hydroxy-lovastatin-acid form",MAM02039r + MAM02555r + MAM02630r + MAM03737r  -> MAM02040r + MAM02554r + MAM03297r,"Drug metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
